customerID,phoneservice,internetservice,onlinesecurity,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,churn,tenure,monthlycharges
5046-NUHWD,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,29,45.0
7273-TEFQD,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,3,41.15
3606-TWKGI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,13,106.9
7529-ZDFXI,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,57,89.85
7605-BDWDC,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,31,49.85
1950-KSVVJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,45,113.3
0123-CRBRT,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,61,88.1
6292-TOSSS,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,50,24.9
3197-ARFOY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,No,19,105.0
6323-AYBRX,Yes,No,No,No,No,No,Two year,No,Mailed check,Yes,59,19.35
7014-ZZXAW,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,71,24.25
4385-GZQXV,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,16,94.45
7633-MVPUY,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Electronic check,No,57,59.75
6366-ZGQGL,No,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,1,24.8
4716-HHKQH,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,No,20,107.05
5940-AHUHD,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,Yes,1,70.6
6432-TWQLB,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,5,85.4
4484-GLZOU,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,52,105.05
3179-GBRWV,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,21,64.95
8645-KWHJO,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,14,55.0
4130-MZLCC,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,5,50.55
0314-TKOSI,Yes,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,No,6,55.15
8229-MYEJZ,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,10,51.2
2080-SRCDE,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,25.4
9577-WJVCQ,Yes,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,No,68,54.45
9512-UIBFX,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Mailed check,Yes,18,95.15
6202-DYYFX,Yes,Fiber optic,No,No,No,No,One year,Yes,Credit card (automatic),No,22,76.0
3808-HFKDE,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No,20,44.35
5583-SXDAG,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,1,70.0
3488-PGMQJ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,8,74.5
3580-REOAC,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,10,44.85
7534-BFESC,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,24,76.1
3727-OWVYD,Yes,DSL,Yes,No,No,No,One year,No,Mailed check,No,35,61.2
2294-SALNE,Yes,Fiber optic,No,Yes,No,No,One year,No,Mailed check,No,23,86.8
4847-TAJYI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,6,89.35
1563-IWQEX,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,12,19.7
8203-XJZRC,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,20.25
6556-DBKZF,Yes,Fiber optic,No,No,No,No,Two year,No,Electronic check,No,71,76.05
6851-WEFYX,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,35,100.8
2985-JUUBZ,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,40,74.55
6390-DSAZX,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,73.6
0895-LMRSF,Yes,DSL,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,23,64.9
8098-LLAZX,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,4,95.45
8266-VBFQL,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,4,90.4
8181-YHCMF,No,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,68,60.3
2240-HSJQD,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No,38,81.85
1248-DYXUB,Yes,No,No,No,No,No,Two year,No,Mailed check,No,52,24.8
0265-EDXBD,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,32,74.9
4115-BNPJY,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Mailed check,No,29,75.55
3167-SNQPL,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,38,101.15
4091-TVOCN,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,48,78.75
1098-TDVUQ,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,1,19.25
7277-OZCGZ,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,22,89.05
1557-EMYVT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,43,115.05
2799-ARNLO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,5,69.35
7563-BIUPC,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,5,80.6
5027-YOCXN,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,51,110.05
3973-SKMLN,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,71,19.9
2321-OMBXY,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),Yes,38,80.3
2840-XANRC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,24,93.15
6745-JEFZB,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,35,91.5
5020-ZSTTY,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),Yes,54,82.45
9880-TDQAC,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,60.0
8705-WZCYL,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,44.8
7102-JJVTX,Yes,DSL,Yes,No,No,No,One year,No,Mailed check,No,9,48.6
8626-PTQGE,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,69,60.05
4983-CLMLV,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,52,102.7
5701-YVSVF,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,11,82.9
5804-LEPIM,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,2,70.35
5697-GOMBF,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,28,35.9
2739-CACDQ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,17,82.65
9385-EHGDO,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,35,19.85
9498-FIMXL,Yes,No,No,No,No,No,One year,Yes,Mailed check,No,8,19.2
2379-GYFLQ,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Credit card (automatic),No,46,94.9
0122-OAHPZ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,7,73.85
2868-SNELZ,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,Yes,2,80.6
4322-RCYMT,Yes,DSL,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),Yes,68,75.8
6680-NENYN,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,Yes,43,104.6
2088-IEBAU,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,68,88.15
7982-VCELR,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,36,94.8
1343-EHPYB,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,63,103.4
6035-BXTTY,Yes,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No,32,54.65
6885-PKOAM,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,71,85.75
7520-HQWJU,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,66,67.45
9639-BUJXT,Yes,No,No,No,No,No,One year,No,Mailed check,No,63,20.5
5924-SNGKP,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),No,41,20.25
0021-IKXGC,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,72.1
2034-GDRCN,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,2,90.4
8966-SNIZF,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,70,19.45
6243-OZGFH,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,23,44.95
4654-DLAMQ,Yes,Fiber optic,Yes,No,No,Yes,One year,No,Bank transfer (automatic),No,64,97.0
0513-RBGPE,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,37,62.8
5160-UXJED,Yes,DSL,No,No,No,No,One year,No,Mailed check,No,17,44.6
4115-NZRKS,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,7,89.15
0219-YTZUE,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,4,84.8
0623-IIHUG,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,21,41.9
4572-DVCGN,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,10,80.25
3351-NGXYI,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,16,54.1
8984-EYLLL,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,No,64,105.25
9057-MSWCO,No,DSL,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Yes,27,30.75
9833-TGFHX,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,No,42,97.1
9294-TDIPC,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,5,20.2
5229-DTFYB,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,41,98.8
0104-PPXDV,Yes,DSL,No,No,No,No,One year,No,Credit card (automatic),No,58,50.3
5176-LMJXE,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,47,20.55
3583-KRKMD,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,18,75.9
1010-DIAUQ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,5,96.5
9069-LGEUL,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,23,59.95
7302-ZHMHP,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.15
9571-EDEBV,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,71,98.65
3520-FJGCV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,112.6
6563-VRERX,Yes,No,No,No,No,No,One year,No,Mailed check,No,33,20.6
0259-GBZSH,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,2,85.65
6122-EFVKN,No,DSL,Yes,Yes,No,No,Two year,No,Mailed check,No,24,35.75
2805-EDJPQ,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),No,56,99.75
6862-CQUMB,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,37,96.1
7156-MXBJE,Yes,DSL,No,Yes,Yes,Yes,One year,No,Credit card (automatic),No,43,85.1
6158-HDPXZ,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,1,25.35
9601-BRXPO,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,25,104.95
2863-IMQDR,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,61,89.65
5686-CMAWK,Yes,Fiber optic,No,Yes,No,No,One year,No,Electronic check,No,17,86.75
5651-CRHKQ,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No,41,86.2
6905-NIQIN,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,Yes,1,50.65
8204-YJCLA,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,64.8
5167-ZFFMM,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,1,90.85
6583-SZVGP,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,48,108.1
4895-TMWIR,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,11,19.95
0533-BNWKF,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,55,85.45
1708-PBBOA,No,DSL,Yes,Yes,No,Yes,One year,Yes,Electronic check,No,42,54.75
8782-LKFPK,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,44,90.4
5522-JBWMO,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,1,44.0
3597-MVHJT,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,27,95.6
9774-NRNAU,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,27,84.8
0224-RLWWD,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,44.3
9967-ATRFS,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,19,19.9
3951-NJCVI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,42,95.05
2977-CEBSX,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,66,90.05
0177-PXBAT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,33,109.9
6599-CEBNN,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,34,73.95
2519-ERQOJ,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,33,54.6
5876-QMYLD,Yes,No,No,No,No,No,One year,No,Mailed check,No,23,20.05
2277-AXSDC,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,32,19.75
9442-JTWDL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,11,20.05
0979-PHULV,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,69,99.45
3067-SVMTC,Yes,DSL,Yes,Yes,No,No,One year,No,Bank transfer (automatic),No,68,55.9
5495-GPSRW,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,20,19.7
7606-BPHHN,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,72,19.8
4742-DRORA,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No,60,95.4
0111-KLBQG,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No,32,93.95
4800-VHZKI,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,19.9
7989-CHGTL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,19.6
0334-GDDSO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,81.35
4163-NCJAK,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,46,24.45
5233-AOZUF,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,29,74.95
5973-EJGDP,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,51,87.35
1996-DBMUS,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,48,70.65
7916-VCCPB,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,16,73.25
4686-GEFRM,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,70,98.7
5249-QYHEX,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,40,24.8
0578-SKVMF,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,22,83.3
5564-NEMQO,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,1,75.3
2233-FAGXV,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,5,24.3
5605-IYGFG,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,7,69.85
7663-ZTEGJ,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Credit card (automatic),No,29,100.55
3935-TBRZZ,Yes,No,No,No,No,No,One year,No,Mailed check,No,44,25.7
8111-BKVDS,No,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No,10,40.7
2055-SIFSS,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,55,51.65
2806-MLNTI,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,52,105.1
8734-DKSTZ,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,No,10,85.95
4360-PNRQB,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,18,75.6
6152-ONASV,Yes,DSL,Yes,Yes,No,No,One year,No,Bank transfer (automatic),No,68,58.25
9063-ZGTUY,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,61,19.4
7781-HVGMK,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,65.2
2181-UAESM,Yes,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,No,2,53.45
2957-LOLHO,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,12,45.4
6048-NJXHX,Yes,No,No,No,No,No,Two year,Yes,Electronic check,No,41,19.75
2320-SLKMB,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,26,44.45
4980-URKXC,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,36,20.85
4376-KFVRS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,114.05
5886-VLQVU,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,35,89.85
3577-AMVUX,Yes,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,No,1,55.05
0771-WLCLA,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,16,112.95
5628-RKIFK,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No,49,101.55
0206-TBWLC,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No,54,114.65
2937-FTHUR,Yes,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,18,64.8
1910-FMXJM,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,No,36,80.4
7752-XUSCI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,60,105.9
4110-PFEUZ,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,Yes,1,69.55
0732-OCQOC,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,52,25.05
5168-MSWXT,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,8,94.75
1090-ESELR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,72,105.5
8592-PLTMQ,Yes,No,No,No,No,No,One year,No,Mailed check,No,64,24.7
5760-WRAHC,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,22,69.75
8847-GEOOQ,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,60,60.2
0256-LTHVJ,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,28,81.05
4785-FCIFB,Yes,No,No,No,No,No,Two year,No,Mailed check,No,61,24.4
8313-NDOIA,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,24,104.15
5149-CUZUJ,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Bank transfer (automatic),No,28,92.9
0942-KOWSM,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,30,80.8
4237-CLSMM,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,2,20.0
1452-VOQCH,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,75.1
4719-UMSIY,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,6,19.65
6614-VBEGU,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,24,69.45
0880-TKATG,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,4,101.15
3811-VBYBZ,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,7,99.8
1480-BKXGA,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,116.05
2996-XAUVF,No,DSL,No,Yes,No,Yes,Two year,Yes,Mailed check,No,70,40.05
9076-AXYIK,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,No,64,102.1
5968-XQIVE,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,No,72,89.7
8896-RAZCR,Yes,No,No,No,No,No,Two year,No,Mailed check,No,44,19.9
4640-UHDOS,Yes,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,13,55.95
4933-IKULF,Yes,No,No,No,No,No,One year,No,Mailed check,No,17,20.65
3583-EKAPL,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,1,55.0
1304-BCCFO,Yes,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No,9,70.05
4104-PVRPS,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,No,24,53.6
9399-APLBT,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,74.7
2359-KMGLI,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,24,80.25
3780-DDGSE,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,35,76.05
4431-EDMIQ,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,7,75.7
0306-JAELE,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,5,96.1
6227-HWPWX,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,15,69.0
0486-LGCCH,Yes,No,No,No,No,No,Two year,No,Mailed check,No,11,19.65
0447-BEMNG,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,48,45.3
4612-SSVHJ,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,20,81.45
5168-MQQCA,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,72,108.5
5949-XIKAE,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,8,83.55
7971-HLVXI,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Credit card (automatic),No,72,84.5
9094-AZPHK,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,15,100.15
3649-JPUGY,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,88.6
8372-JUXUI,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,74.35
3552-CTCYF,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,63,104.8
6778-YSNIH,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,2,59.0
0388-EOPEX,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,2,74.4
5756-OZRIO,Yes,DSL,No,No,No,Yes,One year,No,Bank transfer (automatic),No,61,64.05
6579-JPICP,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,20.4
8205-OTCHB,No,DSL,No,No,No,Yes,One year,Yes,Bank transfer (automatic),Yes,22,43.75
4134-BSXLX,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,No,28,60.9
0505-SPOOW,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,70,19.8
6235-VDHOM,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,Yes,5,28.45
7783-YKGDV,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,12,99.7
4374-YMUSQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,34,116.25
4513-CXYIX,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Credit card (automatic),No,71,80.7
3957-HHLMR,Yes,DSL,Yes,No,No,Yes,One year,No,Bank transfer (automatic),No,70,65.2
7803-XOCCZ,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,52,84.05
5736-YEJAX,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,69,79.45
5609-CEBID,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,20,94.1
8981-FJGLA,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,No,11,78.0
7218-HKQFK,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,2,94.2
4636-QRJKY,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,6,80.5
1135-LMECX,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.85
4332-MUOEZ,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No,20,94.3
8535-SFUTN,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,61,106.45
5956-VKDTT,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,5,74.35
8677-HDZEE,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,56,105.45
2475-MROZF,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No,30,95.0
9412-GHEEC,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,40,104.8
3482-ABPKK,Yes,DSL,Yes,Yes,No,No,One year,No,Mailed check,No,28,54.3
